,Date,CO(GT),C6H6(GT),NO2(GT)
2860,07/07/2004,2.4,17.1,132.0
2861,07/07/2004,2.1,15.4,122.0
2862,08/07/2004,1.2,10.2,88.0
2863,08/07/2004,0.9,7.2,79.0
2864,08/07/2004,0.6,5.8,60.0
2865,08/07/2004,0.5,4.2,
2866,08/07/2004,,5.1,60.0
2867,08/07/2004,0.6,5.4,74.0
2868,08/07/2004,0.6,6.2,62.0
2869,08/07/2004,2.2,16.9,115.0
2870,08/07/2004,3.2,23.2,119.0
2871,08/07/2004,3.0,18.0,155.0
2872,08/07/2004,2.7,17.6,162.0
2873,08/07/2004,3.2,20.3,189.0
2874,08/07/2004,1.4,10.6,115.0
2875,08/07/2004,1.3,9.9,109.0
2876,08/07/2004,1.4,10.7,108.0
2877,08/07/2004,2.1,16.5,145.0
2878,08/07/2004,2.4,16.9,167.0
2879,08/07/2004,3.1,20.5,200.0
2880,08/07/2004,3.5,19.4,178.0
2881,08/07/2004,5.1,30.0,206.0
2882,08/07/2004,4.5,24.6,192.0
2883,08/07/2004,2.9,16.9,137.0
2884,08/07/2004,2.6,15.8,128.0
2885,08/07/2004,2.7,16.6,121.0
2886,09/07/2004,3.2,19.5,136.0
2887,09/07/2004,2.3,16.6,109.0
2888,09/07/2004,1.0,6.2,74.0
2889,09/07/2004,0.5,2.7,
2890,09/07/2004,0.4,2.3,40.0
2891,09/07/2004,0.6,3.9,61.0
2892,09/07/2004,1.0,7.2,83.0
2893,09/07/2004,2.9,18.1,129.0
2894,09/07/2004,2.7,15.1,
2895,09/07/2004,1.8,9.7,115.0
2896,09/07/2004,1.8,9.4,130.0
2897,09/07/2004,1.7,9.6,137.0
2898,09/07/2004,1.5,9.5,116.0
2899,09/07/2004,1.7,9.6,129.0
2900,09/07/2004,1.3,9.6,117.0
2901,09/07/2004,1.5,10.3,138.0
2902,09/07/2004,1.5,10.2,139.0
2903,09/07/2004,2.3,14.0,180.0
2904,09/07/2004,2.2,14.0,162.0
2905,09/07/2004,2.8,16.6,158.0
2906,09/07/2004,2.7,13.6,162.0
2907,09/07/2004,1.7,10.2,112.0
2908,09/07/2004,1.5,9.5,104.0
2909,09/07/2004,2.3,11.8,125.0
2910,10/07/2004,2.3,13.0,127.0
2911,10/07/2004,1.5,9.6,95.0
2912,10/07/2004,1.0,6.7,70.0
2913,10/07/2004,0.5,2.9,
2914,10/07/2004,0.3,2.6,33.0
2915,10/07/2004,0.4,4.0,45.0
2916,10/07/2004,0.5,4.3,56.0
2917,10/07/2004,0.9,5.9,74.0
2918,10/07/2004,1.1,6.8,84.0
2919,10/07/2004,1.4,8.8,93.0
2920,10/07/2004,1.1,6.7,97.0
2921,10/07/2004,0.9,6.4,83.0
2922,10/07/2004,0.8,6.0,71.0
2923,10/07/2004,0.8,6.0,78.0
2924,10/07/2004,0.6,5.0,62.0
2925,10/07/2004,0.6,4.4,54.0
2926,10/07/2004,0.5,4.4,59.0
2927,10/07/2004,0.7,5.5,69.0
2928,10/07/2004,0.8,5.8,67.0
2929,10/07/2004,0.9,5.3,58.0
2930,10/07/2004,1.3,8.0,77.0
2931,10/07/2004,1.3,7.2,94.0
2932,10/07/2004,1.4,8.0,97.0
2933,10/07/2004,1.9,10.4,110.0
2934,11/07/2004,2.3,11.6,116.0
2935,11/07/2004,1.0,6.4,74.0
2936,11/07/2004,0.5,4.1,51.0
2937,11/07/2004,1.0,6.4,
2938,11/07/2004,0.4,2.7,40.0
2939,11/07/2004,0.3,2.6,36.0
2940,11/07/2004,0.2,2.3,35.0
2941,11/07/2004,0.4,3.1,48.0
2942,11/07/2004,0.3,3.1,38.0
2943,11/07/2004,0.6,4.0,54.0
2944,11/07/2004,0.6,4.6,57.0
2945,11/07/2004,0.6,3.9,54.0
2946,11/07/2004,0.5,3.8,46.0
2947,11/07/2004,0.4,2.8,36.0
2948,11/07/2004,0.2,2.5,19.0
2949,11/07/2004,0.4,3.0,34.0
2950,11/07/2004,0.6,4.7,63.0
2951,11/07/2004,0.9,5.0,86.0
2952,11/07/2004,0.7,4.5,65.0
2953,11/07/2004,1.2,7.7,101.0
2954,11/07/2004,1.6,9.7,116.0
2955,11/07/2004,1.8,11.0,124.0
2956,11/07/2004,2.4,11.8,136.0
2957,11/07/2004,1.5,8.7,108.0
2958,12/07/2004,0.9,7.5,82.0
2959,12/07/2004,0.8,5.7,68.0
2960,12/07/2004,0.2,2.0,22.0
2961,12/07/2004,0.1,1.4,
2962,12/07/2004,,1.8,34.0
2963,12/07/2004,0.5,3.3,43.0
2964,12/07/2004,1.4,9.4,84.0
2965,12/07/2004,3.3,21.1,108.0
2966,12/07/2004,3.6,17.2,112.0
2967,12/07/2004,1.7,8.5,104.0
2968,12/07/2004,1.5,6.8,107.0
2969,12/07/2004,1.6,7.4,102.0
2970,12/07/2004,2.1,12.1,104.0
2971,12/07/2004,2.1,9.6,96.0
2972,12/07/2004,1.6,7.4,80.0
2973,12/07/2004,1.3,6.4,72.0
2974,12/07/2004,1.6,8.3,106.0
2975,12/07/2004,3.1,14.0,119.0
2976,12/07/2004,3.3,15.3,119.0
2977,12/07/2004,3.4,15.4,128.0
2978,12/07/2004,2.8,10.9,112.0
2979,12/07/2004,1.5,7.5,95.0
2980,12/07/2004,1.3,5.2,85.0
2981,12/07/2004,1.6,7.1,101.0
2982,13/07/2004,1.5,7.6,94.0
2983,13/07/2004,1.0,5.0,76.0
2984,13/07/2004,0.5,2.0,50.0
2985,13/07/2004,0.4,1.5,
2986,13/07/2004,0.6,2.5,51.0
2987,13/07/2004,0.7,3.3,42.0
2988,13/07/2004,1.3,7.3,62.0
2989,13/07/2004,4.0,23.8,111.0
2990,13/07/2004,5.0,27.6,129.0
2991,13/07/2004,3.6,16.7,135.0
2992,13/07/2004,2.8,14.3,139.0
2993,13/07/2004,2.6,13.3,134.0
2994,13/07/2004,2.7,14.5,141.0
2995,13/07/2004,2.3,11.5,112.0
2996,13/07/2004,2.0,10.8,105.0
2997,13/07/2004,1.3,6.4,72.0
2998,13/07/2004,1.7,8.8,90.0
2999,13/07/2004,2.8,14.3,126.0
3000,13/07/2004,3.8,19.4,154.0
3001,13/07/2004,4.9,27.1,173.0
3002,13/07/2004,4.3,19.7,162.0
3003,13/07/2004,2.6,13.6,128.0
3004,13/07/2004,2.4,12.1,120.0
3005,13/07/2004,1.9,11.0,111.0
3006,14/07/2004,1.4,8.8,89.0
3007,14/07/2004,1.1,6.7,69.0
3008,14/07/2004,0.9,6.3,70.0
3009,14/07/2004,0.7,4.1,
3010,14/07/2004,0.5,2.9,59.0
3011,14/07/2004,0.8,5.0,73.0
3012,14/07/2004,1.3,9.9,89.0
3013,14/07/2004,4.7,27.5,142.0
3014,14/07/2004,4.6,30.4,145.0
3015,14/07/2004,3.7,19.8,156.0
3016,14/07/2004,2.8,15.7,148.0
3017,14/07/2004,1.8,11.3,122.0
3018,14/07/2004,1.9,12.6,106.0
3019,14/07/2004,2.0,11.9,106.0
3020,14/07/2004,2.0,14.4,127.0
3021,14/07/2004,2.1,12.4,113.0
3022,14/07/2004,2.1,11.7,136.0
3023,14/07/2004,3.2,18.4,153.0
3024,14/07/2004,4.0,22.9,172.0
3025,14/07/2004,4.6,25.0,190.0
3026,14/07/2004,3.0,15.5,160.0
3027,14/07/2004,2.9,16.7,159.0
3028,14/07/2004,1.9,11.2,123.0
3029,14/07/2004,1.4,9.0,101.0
3030,15/07/2004,2.1,12.1,116.0
3031,15/07/2004,1.2,8.9,80.0
3032,15/07/2004,0.6,3.7,51.0
3033,15/07/2004,0.4,3.1,
3034,15/07/2004,,2.5,37.0
3035,15/07/2004,0.4,3.1,46.0
3036,15/07/2004,0.7,5.7,64.0
3037,15/07/2004,2.3,15.6,108.0
3038,15/07/2004,4.0,25.2,151.0
3039,15/07/2004,2.8,15.4,153.0
3040,15/07/2004,1.6,8.4,116.0
3041,15/07/2004,1.6,8.0,116.0
3042,15/07/2004,2.0,12.1,130.0
3043,15/07/2004,2.0,12.6,131.0
3044,15/07/2004,1.7,10.6,131.0
3045,15/07/2004,2.0,12.6,135.0
3046,15/07/2004,2.2,14.3,152.0
3047,15/07/2004,3.2,20.3,198.0
3048,15/07/2004,3.6,20.5,183.0
3049,15/07/2004,3.8,22.1,175.0
3050,15/07/2004,4.8,23.8,193.0
3051,15/07/2004,2.8,14.7,140.0
3052,15/07/2004,2.6,15.1,128.0
3053,15/07/2004,1.9,10.8,100.0
3054,16/07/2004,1.7,10.2,97.0
3055,16/07/2004,1.0,6.5,67.0
3056,16/07/2004,0.7,3.9,58.0
3057,16/07/2004,0.5,2.8,
3058,16/07/2004,0.4,2.1,45.0
3059,16/07/2004,0.6,3.4,62.0
3060,16/07/2004,0.7,4.7,59.0
3061,16/07/2004,2.4,15.8,102.0
3062,16/07/2004,4.4,26.6,154.0
3063,16/07/2004,3.1,14.8,157.0
3064,16/07/2004,2.0,9.3,138.0
3065,16/07/2004,2.1,12.0,142.0
3066,16/07/2004,2.1,10.9,125.0
3067,16/07/2004,2.1,11.9,120.0
3068,16/07/2004,2.2,13.2,150.0
3069,16/07/2004,1.6,8.9,120.0
3070,16/07/2004,2.4,13.0,173.0
3071,16/07/2004,3.3,18.2,187.0
3072,16/07/2004,4.0,23.7,206.0
3073,16/07/2004,4.1,21.6,187.0
3074,16/07/2004,4.2,21.6,170.0
3075,16/07/2004,2.9,16.5,149.0
3076,16/07/2004,2.3,12.3,124.0
3077,16/07/2004,2.2,13.6,119.0
3078,17/07/2004,2.1,12.8,108.0
3079,17/07/2004,1.6,9.4,93.0
3080,17/07/2004,1.2,8.3,77.0
3081,17/07/2004,1.2,6.7,
3082,17/07/2004,0.9,4.6,76.0
3083,17/07/2004,0.6,3.6,58.0
3084,17/07/2004,0.7,5.0,63.0
3085,17/07/2004,1.3,8.2,75.0
3086,17/07/2004,2.0,10.7,111.0
3087,17/07/2004,1.9,10.3,116.0
3088,17/07/2004,2.2,12.9,138.0
3089,17/07/2004,1.9,11.0,117.0
3090,17/07/2004,1.5,8.3,94.0
3091,17/07/2004,1.4,8.2,91.0
3092,17/07/2004,1.0,5.2,60.0
3093,17/07/2004,1.0,4.6,66.0
3094,17/07/2004,1.4,7.2,87.0
3095,17/07/2004,1.6,9.4,106.0
3096,17/07/2004,1.6,8.0,94.0
3097,17/07/2004,2.1,10.7,112.0
3098,17/07/2004,2.0,9.6,120.0
3099,17/07/2004,1.9,8.7,106.0
3100,17/07/2004,2.3,11.6,112.0
3101,17/07/2004,2.4,11.8,120.0
3102,18/07/2004,2.2,10.5,114.0
3103,18/07/2004,1.2,5.5,70.0
3104,18/07/2004,1.1,5.5,64.0
3105,18/07/2004,0.8,3.8,
3106,18/07/2004,,2.9,55.0
3107,18/07/2004,0.6,3.4,50.0
3108,18/07/2004,0.7,4.1,62.0
3109,18/07/2004,0.4,4.1,53.0
3110,18/07/2004,0.6,4.7,85.0
3111,18/07/2004,0.9,7.1,102.0
3112,18/07/2004,0.9,7.4,97.0
3113,18/07/2004,0.8,7.3,91.0
3114,18/07/2004,0.4,4.2,62.0
3115,18/07/2004,0.3,4.1,57.0
3116,18/07/2004,0.1,3.8,40.0
3117,18/07/2004,0.5,5.8,60.0
3118,18/07/2004,0.4,5.6,70.0
3119,18/07/2004,0.3,4.8,53.0
3120,18/07/2004,0.4,5.3,54.0
3121,18/07/2004,0.6,6.1,58.0
3122,18/07/2004,0.8,7.4,73.0
3123,18/07/2004,1.2,9.0,99.0
3124,18/07/2004,1.6,11.7,102.0
3125,18/07/2004,1.2,11.0,101.0
3126,19/07/2004,0.5,6.0,77.0
3127,19/07/2004,0.3,4.3,55.0
3128,19/07/2004,0.1,2.8,51.0
3129,19/07/2004,,2.3,
3130,19/07/2004,0.1,2.9,50.0
3131,19/07/2004,0.3,4.1,75.0
3132,19/07/2004,0.8,8.3,89.0
3133,19/07/2004,2.3,16.6,112.0
3134,19/07/2004,3.4,25.6,142.0
3135,19/07/2004,2.5,17.7,145.0
3136,19/07/2004,2.4,16.2,165.0
3137,19/07/2004,2.1,15.1,159.0
3138,19/07/2004,,14.3,159.0
3139,19/07/2004,,10.8,131.0
3140,19/07/2004,,10.1,123.0
3141,19/07/2004,,10.9,129.0
3142,19/07/2004,,11.0,126.0
3143,19/07/2004,,16.8,149.0
3144,19/07/2004,,20.7,200.0
3145,19/07/2004,,19.5,174.0
3146,19/07/2004,,14.6,131.0
3147,19/07/2004,,14.3,135.0
3148,19/07/2004,,15.9,134.0
3149,19/07/2004,,10.3,96.0
3150,20/07/2004,,8.8,94.0
3151,20/07/2004,,6.8,79.0
3152,20/07/2004,,6.3,79.0
3153,20/07/2004,,3.9,
3154,20/07/2004,,4.1,89.0
3155,20/07/2004,,4.7,69.0
3156,20/07/2004,,9.9,91.0
3157,20/07/2004,,24.8,135.0
3158,20/07/2004,,37.3,166.0
3159,20/07/2004,,26.2,189.0
3160,20/07/2004,,21.6,193.0
3161,20/07/2004,,16.1,164.0
3162,20/07/2004,,13.0,139.0
3163,20/07/2004,,13.4,130.0
3164,20/07/2004,,13.7,129.0
3165,20/07/2004,,14.0,132.0
3166,20/07/2004,,10.4,101.0
3167,20/07/2004,,17.5,145.0
3168,20/07/2004,,12.9,133.0
3169,20/07/2004,,14.9,110.0
3170,20/07/2004,,15.5,126.0
3171,20/07/2004,,11.2,102.0
3172,20/07/2004,,14.3,104.0
3173,20/07/2004,,14.2,112.0
3174,21/07/2004,,10.0,89.0
3175,21/07/2004,,7.6,67.0
3176,21/07/2004,,5.8,63.0
3177,21/07/2004,,3.1,
3178,21/07/2004,,2.7,34.0
3179,21/07/2004,,5.4,73.0
3180,21/07/2004,,7.3,76.0
3181,21/07/2004,,18.4,102.0
3182,21/07/2004,,27.7,140.0
3183,21/07/2004,,16.9,150.0
3184,21/07/2004,,22.1,194.0
3185,21/07/2004,,17.0,162.0
3186,21/07/2004,,12.4,138.0
3187,21/07/2004,,11.5,123.0
3188,21/07/2004,,7.5,86.0
3189,21/07/2004,,10.3,107.0
3190,21/07/2004,,10.2,106.0
3191,21/07/2004,,11.5,99.0
3192,21/07/2004,4.1,17.0,140.0
3193,21/07/2004,3.8,21.5,163.0
3194,21/07/2004,3.4,18.6,144.0
3195,21/07/2004,2.9,15.3,120.0
3196,21/07/2004,3.1,17.0,120.0
3197,21/07/2004,3.5,14.4,106.0
3198,22/07/2004,2.4,13.6,95.0
3199,22/07/2004,1.6,9.6,70.0
3200,22/07/2004,1.3,6.4,67.0
3201,22/07/2004,0.9,4.8,
3202,22/07/2004,1.0,5.4,70.0
3203,22/07/2004,0.8,4.1,50.0
3204,22/07/2004,1.1,6.3,60.0
3205,22/07/2004,4.4,26.9,127.0
3206,22/07/2004,,35.6,149.0
3207,22/07/2004,,17.5,158.0
3208,22/07/2004,3.3,19.9,190.0
3209,22/07/2004,2.1,12.6,127.0
3210,22/07/2004,2.1,14.0,130.0
3211,22/07/2004,2.0,12.2,125.0
3212,22/07/2004,1.5,11.1,113.0
3213,22/07/2004,2.1,14.3,143.0
3214,22/07/2004,2.3,15.1,157.0
3215,22/07/2004,2.8,18.6,170.0
3216,22/07/2004,3.6,22.0,187.0
3217,22/07/2004,4.0,23.0,181.0
3218,22/07/2004,3.7,21.1,158.0
3219,22/07/2004,2.5,15.0,112.0
3220,22/07/2004,2.3,13.6,100.0
3221,22/07/2004,2.5,14.6,105.0
3222,23/07/2004,2.7,16.3,107.0
3223,23/07/2004,1.3,8.8,72.0
3224,23/07/2004,0.8,6.0,59.0
3225,23/07/2004,0.9,5.5,
3226,23/07/2004,0.5,3.9,55.0
3227,23/07/2004,0.8,5.8,70.0
3228,23/07/2004,1.0,8.2,59.0
3229,23/07/2004,2.9,20.1,95.0
3230,23/07/2004,3.8,25.5,120.0
3231,23/07/2004,3.5,21.6,133.0
3232,23/07/2004,2.4,15.5,133.0
3233,23/07/2004,1.8,11.2,120.0
3234,23/07/2004,2.1,15.4,132.0
3235,23/07/2004,2.1,14.6,135.0
3236,23/07/2004,1.5,12.5,121.0
3237,23/07/2004,1.5,12.3,123.0
3238,23/07/2004,1.8,13.2,129.0
3239,23/07/2004,2.1,14.7,129.0
3240,23/07/2004,3.0,19.9,156.0
3241,23/07/2004,2.8,19.1,131.0
3242,23/07/2004,2.5,14.8,115.0
3243,23/07/2004,1.4,8.6,79.0
3244,23/07/2004,1.7,11.0,86.0
3245,23/07/2004,1.8,13.0,91.0
3246,24/07/2004,2.4,15.2,99.0
3247,24/07/2004,1.9,12.1,83.0
3248,24/07/2004,1.4,9.9,74.0
3249,24/07/2004,0.8,6.0,
3250,24/07/2004,0.7,6.3,64.0
3251,24/07/2004,0.8,5.5,61.0
3252,24/07/2004,0.7,5.8,62.0
3253,24/07/2004,1.0,8.1,65.0
3254,24/07/2004,1.7,10.0,79.0
3255,24/07/2004,1.9,9.9,90.0
3256,24/07/2004,2.3,13.1,116.0
3257,24/07/2004,1.7,9.2,89.0
3258,24/07/2004,1.3,6.7,68.0
3259,24/07/2004,1.2,6.5,53.0
3260,24/07/2004,0.8,3.4,34.0
3261,24/07/2004,0.9,3.8,38.0
3262,24/07/2004,1.1,5.2,53.0
3263,24/07/2004,1.2,6.0,62.0
3264,24/07/2004,1.3,6.0,82.0
3265,24/07/2004,1.4,5.6,88.0
3266,24/07/2004,1.2,4.4,70.0
3267,24/07/2004,0.9,3.7,53.0
3268,24/07/2004,1.1,5.0,57.0
3269,24/07/2004,1.5,7.1,73.0
3270,25/07/2004,1.7,7.9,83.0
3271,25/07/2004,0.9,3.7,52.0
3272,25/07/2004,0.7,3.6,52.0
3273,25/07/2004,0.4,2.1,
3274,25/07/2004,,2.0,26.0
3275,25/07/2004,0.3,1.3,17.0
3276,25/07/2004,0.4,1.7,28.0
3277,25/07/2004,0.4,1.5,29.0
3278,25/07/2004,0.5,1.6,37.0
3279,25/07/2004,0.5,1.7,31.0
3280,25/07/2004,0.7,2.7,46.0
3281,25/07/2004,0.9,3.6,66.0
3282,25/07/2004,0.8,3.0,54.0
3283,25/07/2004,0.8,2.9,50.0
3284,25/07/2004,0.7,2.5,44.0
3285,25/07/2004,0.8,3.1,52.0
3286,25/07/2004,0.7,2.3,37.0
3287,25/07/2004,0.8,3.0,51.0
3288,25/07/2004,1.2,4.0,78.0
3289,25/07/2004,1.6,6.3,90.0
3290,25/07/2004,1.6,6.6,110.0
3291,25/07/2004,1.5,7.3,86.0
3292,25/07/2004,1.5,6.8,88.0
3293,25/07/2004,1.5,6.3,91.0
3294,26/07/2004,1.5,5.9,93.0
3295,26/07/2004,1.2,4.8,68.0
3296,26/07/2004,0.8,2.9,48.0
3297,26/07/2004,,2.2,
3298,26/07/2004,,1.8,22.0
3299,26/07/2004,,2.5,59.0
3300,26/07/2004,,6.8,102.0
3301,26/07/2004,,11.2,116.0
3302,26/07/2004,,9.7,109.0
3303,26/07/2004,,7.2,98.0
3304,26/07/2004,,6.8,97.0
3305,26/07/2004,,8.1,97.0
3306,26/07/2004,,8.3,90.0
3307,26/07/2004,,8.6,92.0
3308,26/07/2004,,5.3,76.0
3309,26/07/2004,,8.1,97.0
3310,26/07/2004,,8.2,101.0
3311,26/07/2004,,12.0,118.0
3312,26/07/2004,,17.6,129.0
3313,26/07/2004,,14.5,131.0
3314,26/07/2004,,11.8,130.0
3315,26/07/2004,,9.4,106.0
3316,26/07/2004,,7.0,92.0
3317,26/07/2004,,8.0,97.0
3318,27/07/2004,,6.0,80.0
3319,27/07/2004,,4.3,40.0
3320,27/07/2004,,4.1,49.0
3321,27/07/2004,,2.0,
3322,27/07/2004,,2.4,46.0
3323,27/07/2004,,2.7,37.0
3324,27/07/2004,,6.9,92.0
3325,27/07/2004,,9.2,115.0
3326,27/07/2004,,9.6,102.0
3327,27/07/2004,,9.1,104.0
3328,27/07/2004,,9.3,109.0
3329,27/07/2004,,8.5,108.0
3330,27/07/2004,,6.9,90.0
3331,27/07/2004,,6.9,81.0
3332,27/07/2004,,6.4,87.0
3333,27/07/2004,,6.2,82.0
3334,27/07/2004,,7.3,99.0
3335,27/07/2004,,10.7,119.0
3336,27/07/2004,,11.9,128.0
3337,27/07/2004,,10.6,111.0
3338,27/07/2004,,9.3,114.0
3339,27/07/2004,,6.7,100.0
3340,27/07/2004,,7.2,88.0
3341,27/07/2004,,5.9,78.0
3342,28/07/2004,,8.7,101.0
3343,28/07/2004,,6.8,77.0
3344,28/07/2004,,3.8,78.0
3345,28/07/2004,,2.2,
3346,28/07/2004,,3.2,65.0
3347,28/07/2004,,3.9,74.0
3348,28/07/2004,,6.3,83.0
3349,28/07/2004,,13.6,96.0
3350,28/07/2004,,26.7,120.0
3351,28/07/2004,,22.8,147.0
3352,28/07/2004,,16.2,148.0
3353,28/07/2004,,10.4,91.0
3354,28/07/2004,,11.3,94.0
3355,28/07/2004,,9.6,95.0
3356,28/07/2004,,7.8,92.0
3357,28/07/2004,,10.7,113.0
3358,28/07/2004,,10.8,111.0
3359,28/07/2004,,17.3,166.0
3360,28/07/2004,,17.7,
3361,28/07/2004,,15.5,143.0
3362,28/07/2004,,13.6,131.0
3363,28/07/2004,,9.6,102.0
3364,28/07/2004,,9.5,94.0
3365,28/07/2004,,8.5,96.0
3366,29/07/2004,,9.0,88.0
3367,29/07/2004,,7.8,72.0
3368,29/07/2004,,2.6,33.0
3369,29/07/2004,,2.4,
3370,29/07/2004,,1.9,33.0
3371,29/07/2004,,3.7,60.0
3372,29/07/2004,,7.1,72.0
3373,29/07/2004,,16.6,97.0
3374,29/07/2004,,26.6,136.0
3375,29/07/2004,,17.9,140.0
3376,29/07/2004,,17.9,171.0
3377,29/07/2004,,14.0,150.0
3378,29/07/2004,,10.1,117.0
3379,29/07/2004,,9.5,106.0
3380,29/07/2004,,7.1,95.0
3381,29/07/2004,,12.3,137.0
3382,29/07/2004,,11.7,129.0
3383,29/07/2004,,12.8,135.0
3384,29/07/2004,,14.0,127.0
3385,29/07/2004,,13.9,122.0
3386,29/07/2004,,11.7,118.0
3387,29/07/2004,,13.8,135.0
3388,29/07/2004,,14.8,134.0
3389,29/07/2004,,11.9,105.0
3390,30/07/2004,,11.1,104.0
3391,30/07/2004,,8.0,81.0
3392,30/07/2004,,5.6,69.0
3393,30/07/2004,,7.1,
3394,30/07/2004,,3.5,51.0
3395,30/07/2004,,4.1,52.0
3396,30/07/2004,,4.9,48.0
3397,30/07/2004,,19.4,105.0
3398,30/07/2004,,26.3,150.0
3399,30/07/2004,,22.0,160.0
3400,30/07/2004,,18.1,167.0
3401,30/07/2004,,12.1,141.0
3402,30/07/2004,,9.4,104.0
3403,30/07/2004,,10.1,101.0
3404,30/07/2004,,10.5,118.0
3405,30/07/2004,,10.8,121.0
3406,30/07/2004,,9.6,124.0
3407,30/07/2004,,13.0,127.0
3408,30/07/2004,,15.5,137.0
3409,30/07/2004,,16.5,137.0
3410,30/07/2004,,14.5,135.0
3411,30/07/2004,,13.2,118.0
3412,30/07/2004,,14.8,111.0
3413,30/07/2004,,10.7,85.0
3414,31/07/2004,,,158.0
3415,31/07/2004,,6.4,77.0
3416,31/07/2004,,5.5,56.0
3417,31/07/2004,,5.2,
3418,31/07/2004,,3.9,37.0
3419,31/07/2004,0.8,4.7,49.0
3420,31/07/2004,1.2,7.3,71.0
3421,31/07/2004,1.0,6.4,71.0
3422,31/07/2004,1.5,9.2,86.0
3423,31/07/2004,2.8,12.5,125.0
3424,31/07/2004,3.4,15.7,160.0
3425,31/07/2004,3.3,15.9,174.0
3426,31/07/2004,2.9,14.6,146.0
3427,31/07/2004,2.2,11.7,127.0
3428,31/07/2004,1.6,7.4,114.0
3429,31/07/2004,0.9,6.1,65.0
3430,31/07/2004,1.1,6.9,77.0
3431,31/07/2004,1.0,6.2,68.0
3432,31/07/2004,1.3,8.1,92.0
3433,31/07/2004,1.6,10.2,104.0
3434,31/07/2004,1.8,10.7,114.0
3435,31/07/2004,2.2,13.0,105.0
3436,31/07/2004,1.8,11.4,85.0
3437,31/07/2004,2.3,13.3,92.0
3438,01/08/2004,2.0,11.2,82.0
3439,01/08/2004,1.8,9.8,70.0
3440,01/08/2004,0.9,6.2,40.0
3441,01/08/2004,0.5,3.6,
3442,01/08/2004,0.6,4.0,26.0
3443,01/08/2004,0.4,2.6,21.0
3444,01/08/2004,0.4,2.6,30.0
3445,01/08/2004,0.4,2.9,21.0
3446,01/08/2004,0.8,4.2,35.0
3447,01/08/2004,0.8,5.5,36.0
3448,01/08/2004,0.9,5.8,48.0
3449,01/08/2004,0.7,4.5,39.0
3450,01/08/2004,0.6,4.3,34.0
3451,01/08/2004,0.5,3.5,33.0
3452,01/08/2004,0.6,3.5,42.0
3453,01/08/2004,0.7,3.9,85.0
3454,01/08/2004,0.9,4.7,92.0
3455,01/08/2004,0.9,5.3,84.0
3456,01/08/2004,1.2,6.4,100.0
3457,01/08/2004,1.4,8.0,95.0
3458,01/08/2004,1.5,9.2,77.0
3459,01/08/2004,1.7,9.1,85.0
3460,01/08/2004,1.7,9.1,83.0
3461,01/08/2004,1.7,9.5,88.0
3462,02/08/2004,1.9,9.1,68.0
3463,02/08/2004,1.2,5.0,97.0
3464,02/08/2004,0.7,3.7,51.0
3465,02/08/2004,0.3,2.2,
3466,02/08/2004,0.2,1.6,5.0
3467,02/08/2004,0.4,2.7,35.0
3468,02/08/2004,0.8,5.6,56.0
3469,02/08/2004,1.9,13.0,110.0
3470,02/08/2004,,17.8,
3471,02/08/2004,1.9,11.5,124.0
3472,02/08/2004,1.9,11.1,115.0
3473,02/08/2004,1.9,11.0,119.0
3474,02/08/2004,1.7,10.7,107.0
3475,02/08/2004,1.4,8.5,99.0
3476,02/08/2004,1.2,8.7,95.0
3477,02/08/2004,1.4,9.4,105.0
3478,02/08/2004,1.4,9.5,117.0
3479,02/08/2004,1.9,12.9,157.0
3480,02/08/2004,2.2,13.7,173.0
3481,02/08/2004,1.9,12.2,139.0
3482,02/08/2004,1.7,11.8,116.0
3483,02/08/2004,1.2,9.9,91.0
3484,02/08/2004,0.3,10.7,98.0
3485,02/08/2004,0.1,9.4,93.0
3486,03/08/2004,0.1,8.1,74.0
3487,03/08/2004,,6.6,50.0
3488,03/08/2004,,3.3,36.0
3489,03/08/2004,,1.7,
3490,03/08/2004,,2.3,55.0
3491,03/08/2004,,2.5,86.0
3492,03/08/2004,,3.2,137.0
3493,03/08/2004,,19.3,140.0
3494,03/08/2004,,21.3,142.0
3495,03/08/2004,,17.2,185.0
3496,03/08/2004,,15.2,173.0
3497,03/08/2004,,10.6,158.0
3498,03/08/2004,,12.3,127.0
3499,03/08/2004,,10.5,111.0
3500,03/08/2004,,9.3,114.0
3501,03/08/2004,,9.3,109.0
3502,03/08/2004,,11.0,
3503,03/08/2004,,12.1,137.0
3504,03/08/2004,,13.7,134.0
3505,03/08/2004,,12.9,114.0
3506,03/08/2004,,10.3,100.0
3507,03/08/2004,,9.5,92.0
3508,03/08/2004,,10.3,97.0
3509,03/08/2004,,11.2,111.0
3510,04/08/2004,,9.2,89.0
3511,04/08/2004,,8.0,87.0
3512,04/08/2004,,5.8,69.0
3513,04/08/2004,,4.0,
3514,04/08/2004,,3.0,
3515,04/08/2004,,3.0,
3516,04/08/2004,,7.8,
3517,04/08/2004,,19.3,
3518,04/08/2004,,26.0,
3519,04/08/2004,,10.6,
3520,04/08/2004,,8.2,
3521,04/08/2004,,9.9,
3522,04/08/2004,,8.6,
3523,04/08/2004,,8.7,
3524,04/08/2004,,6.0,
3525,04/08/2004,,8.0,
3526,04/08/2004,,7.6,
3527,04/08/2004,,10.7,
3528,04/08/2004,,8.7,
3529,04/08/2004,,8.0,
3530,04/08/2004,,7.2,
3531,04/08/2004,,5.7,
3532,04/08/2004,,5.5,
3533,04/08/2004,,4.6,
