,T,RH,AH,Value,Type
8983,13.6,63.5,0.9857,1150.0,Tin Oxide
8984,13.4,64.8,0.988,1086.0,Tin Oxide
8985,13.2,64.8,0.9801,1027.0,Tin Oxide
8986,13.0,65.3,0.9704,993.0,Tin Oxide
8987,12.6,65.9,0.9583,985.0,Tin Oxide
8988,13.1,64.0,0.9591,934.0,Tin Oxide
8989,12.4,66.2,0.95,977.0,Tin Oxide
8990,13.3,62.4,0.946,970.0,Tin Oxide
8991,14.0,59.7,0.9491,1041.0,Tin Oxide
8992,15.4,54.0,0.9385,1144.0,Tin Oxide
8993,17.0,47.5,0.9146,1209.0,Tin Oxide
8994,18.6,42.6,0.904,1083.0,Tin Oxide
8995,21.5,35.0,0.8886,1063.0,Tin Oxide
8996,21.3,35.6,0.8924,988.0,Tin Oxide
8997,23.1,32.1,0.8973,1060.0,Tin Oxide
8998,22.1,34.5,0.9035,1087.0,Tin Oxide
8999,21.5,35.7,0.905,1153.0,Tin Oxide
9000,19.3,41.6,0.923,1167.0,Tin Oxide
9001,17.3,47.8,0.9363,1370.0,Tin Oxide
9002,16.0,54.9,0.9934,1403.0,Tin Oxide
9003,15.6,58.0,1.0197,1364.0,Tin Oxide
9004,14.8,61.3,1.025,1111.0,Tin Oxide
9005,13.8,63.4,0.9916,1091.0,Tin Oxide
9006,13.1,66.1,0.9913,1107.0,Tin Oxide
9007,13.3,66.4,1.0128,1095.0,Tin Oxide
9008,13.3,67.0,1.0207,1027.0,Tin Oxide
9009,13.1,68.6,1.0288,996.0,Tin Oxide
9010,12.2,72.4,1.0224,955.0,Tin Oxide
9011,11.6,73.8,1.0054,947.0,Tin Oxide
9012,12.9,67.5,0.999,1003.0,Tin Oxide
9013,12.8,68.0,1.0023,1120.0,Tin Oxide
9014,13.5,63.9,0.9875,1476.0,Tin Oxide
9015,14.7,59.8,0.9928,1653.0,Tin Oxide
9016,15.9,56.6,1.0147,1403.0,Tin Oxide
9017,18.3,49.4,1.0264,1241.0,Tin Oxide
9018,19.8,44.2,1.0091,1176.0,Tin Oxide
9019,21.6,39.6,1.009,1160.0,Tin Oxide
9020,23.3,35.8,1.0086,1224.0,Tin Oxide
9021,23.8,33.4,0.9699,1175.0,Tin Oxide
9022,22.8,35.3,0.9693,1235.0,Tin Oxide
9023,22.8,34.9,0.9576,1288.0,Tin Oxide
9024,20.9,39.3,0.9615,1512.0,Tin Oxide
9025,18.6,46.4,0.9867,1609.0,Tin Oxide
9026,17.2,52.7,1.0285,1537.0,Tin Oxide
9027,15.3,61.0,1.054,1315.0,Tin Oxide
9028,14.2,65.4,1.0497,1155.0,Tin Oxide
9029,13.8,65.2,1.0275,1033.0,Tin Oxide
9030,13.3,65.6,0.9969,1078.0,Tin Oxide
9031,12.6,67.9,0.9886,1069.0,Tin Oxide
9032,12.8,64.5,0.9493,952.0,Tin Oxide
9033,12.8,63.6,0.936,910.0,Tin Oxide
9034,12.0,65.2,0.9103,878.0,Tin Oxide
9035,10.6,70.8,0.9033,899.0,Tin Oxide
9036,10.9,69.2,0.9033,939.0,Tin Oxide
9037,10.3,70.9,0.8907,1001.0,Tin Oxide
9038,11.8,66.3,0.9174,1303.0,Tin Oxide
9039,14.1,58.9,0.9447,1557.0,Tin Oxide
9040,16.5,51.6,0.9601,1402.0,Tin Oxide
9041,20.2,42.1,0.984,1380.0,Tin Oxide
9042,21.7,39.0,0.9979,1350.0,Tin Oxide
9043,23.5,35.0,0.9977,1283.0,Tin Oxide
9044,23.5,34.2,0.9748,1293.0,Tin Oxide
9045,25.5,28.3,0.9124,1197.0,Tin Oxide
9046,25.5,24.7,0.7928,1142.0,Tin Oxide
9047,22.9,29.2,0.8055,1147.0,Tin Oxide
9048,21.3,32.9,0.8209,1448.0,Tin Oxide
9049,20.1,42.4,0.988,1487.0,Tin Oxide
9050,18.6,46.6,0.9858,1476.0,Tin Oxide
9051,17.4,50.6,0.9989,1282.0,Tin Oxide
9052,16.4,57.2,1.0574,1147.0,Tin Oxide
9053,16.3,59.4,1.0895,1130.0,Tin Oxide
9054,16.0,60.2,1.0844,1154.0,Tin Oxide
9055,15.6,61.6,1.0859,1049.0,Tin Oxide
9056,15.4,62.0,1.0793,1056.0,Tin Oxide
9057,15.2,63.5,1.0881,1011.0,Tin Oxide
9058,14.5,66.4,1.0919,993.0,Tin Oxide
9059,15.0,64.8,1.1007,976.0,Tin Oxide
9060,14.2,68.3,1.0988,1050.0,Tin Oxide
9061,14.0,68.6,1.0918,1143.0,Tin Oxide
9062,15.4,63.4,1.1045,1606.0,Tin Oxide
9063,17.8,53.3,1.0736,1592.0,Tin Oxide
9064,19.4,47.5,1.061,1510.0,Tin Oxide
9065,21.4,38.7,0.9724,1421.0,Tin Oxide
9066,22.9,29.3,0.8077,1169.0,Tin Oxide
9067,24.2,26.5,0.7869,1187.0,Tin Oxide
9068,24.5,23.1,0.6968,1171.0,Tin Oxide
9069,23.1,22.8,0.6346,1175.0,Tin Oxide
9070,23.3,23.8,0.6738,1216.0,Tin Oxide
9071,23.2,23.3,0.6562,1239.0,Tin Oxide
9072,22.7,25.5,0.6944,1463.0,Tin Oxide
9073,21.0,29.2,0.7192,1616.0,Tin Oxide
9074,19.5,35.6,0.7978,1663.0,Tin Oxide
9075,18.8,37.3,0.8031,1445.0,Tin Oxide
9076,17.7,39.7,0.799,1293.0,Tin Oxide
9077,16.7,45.2,0.8506,1354.0,Tin Oxide
9078,15.9,47.0,0.8434,1251.0,Tin Oxide
9079,15.1,50.2,0.8543,1222.0,Tin Oxide
9080,15.3,49.2,0.8493,1044.0,Tin Oxide
9081,13.1,56.1,0.8416,1006.0,Tin Oxide
9082,13.3,54.4,0.8287,953.0,Tin Oxide
9083,12.4,58.3,0.8364,959.0,Tin Oxide
9084,12.9,56.0,0.8292,949.0,Tin Oxide
9085,11.9,59.6,0.8294,1073.0,Tin Oxide
9086,13.4,55.1,0.8444,1499.0,Tin Oxide
9087,16.1,46.4,0.8436,1404.0,Tin Oxide
9088,17.9,42.2,0.8557,1465.0,Tin Oxide
9089,18.2,43.2,0.8926,1474.0,Tin Oxide
9090,16.0,67.9,1.2217,1611.0,Tin Oxide
9091,17.6,59.7,1.188,1590.0,Tin Oxide
9092,20.9,43.4,1.0618,1422.0,Tin Oxide
9093,24.1,33.3,0.9881,1273.0,Tin Oxide
9094,22.9,35.2,0.9694,1296.0,Tin Oxide
9095,22.2,36.2,0.956,1247.0,Tin Oxide
9096,21.3,37.8,0.9462,1359.0,Tin Oxide
9097,20.1,43.2,1.0051,1726.0,Tin Oxide
9098,18.8,49.1,1.0538,1818.0,Tin Oxide
9099,18.2,52.2,1.0795,1667.0,Tin Oxide
9100,17.4,57.3,1.1288,1549.0,Tin Oxide
9101,17.0,56.6,1.0902,1385.0,Tin Oxide
9102,16.2,66.3,1.208,1320.0,Tin Oxide
9103,15.3,73.3,1.2655,1205.0,Tin Oxide
9104,15.2,73.3,1.2556,1099.0,Tin Oxide
9105,13.9,80.4,1.2694,1106.0,Tin Oxide
9106,13.6,82.8,1.2817,1099.0,Tin Oxide
9107,13.7,82.0,1.277,1042.0,Tin Oxide
9108,13.7,78.0,1.2174,980.0,Tin Oxide
9109,14.1,75.5,1.2065,1138.0,Tin Oxide
9110,14.8,73.6,1.2331,1517.0,Tin Oxide
9111,16.0,67.8,1.2276,1537.0,Tin Oxide
9112,18.4,59.2,1.2398,1296.0,Tin Oxide
9113,20.4,50.5,1.1954,1255.0,Tin Oxide
9114,21.3,46.6,1.1628,1367.0,Tin Oxide
9115,20.4,49.8,1.1765,1473.0,Tin Oxide
9116,21.1,47.8,1.1813,1422.0,Tin Oxide
9117,21.5,47.8,1.206,1378.0,Tin Oxide
9118,21.7,47.4,1.2184,1446.0,Tin Oxide
9119,21.0,49.8,1.2208,1473.0,Tin Oxide
9120,20.4,51.9,1.2261,1619.0,Tin Oxide
9121,19.4,56.3,1.25,1673.0,Tin Oxide
9122,18.8,58.3,1.2514,1605.0,Tin Oxide
9123,18.2,61.0,1.2634,1460.0,Tin Oxide
9124,17.7,63.3,1.2729,1407.0,Tin Oxide
9125,17.7,63.5,1.27,1286.0,Tin Oxide
9126,17.1,66.9,1.2926,1372.0,Tin Oxide
9127,16.8,69.0,1.3135,1312.0,Tin Oxide
9128,16.6,70.0,1.3078,1205.0,Tin Oxide
9129,16.1,71.3,1.2955,1167.0,Tin Oxide
9130,16.2,71.2,1.3013,1122.0,Tin Oxide
9131,16.3,69.8,1.2853,1126.0,Tin Oxide
9132,16.1,70.0,1.2739,1121.0,Tin Oxide
9133,16.1,69.5,1.2623,1135.0,Tin Oxide
9134,16.5,68.1,1.2653,1248.0,Tin Oxide
9135,17.4,65.0,1.2775,1325.0,Tin Oxide
9136,18.4,60.2,1.2623,1347.0,Tin Oxide
9137,19.1,57.5,1.2569,1317.0,Tin Oxide
9138,21.2,48.4,1.2028,1243.0,Tin Oxide
9139,22.3,43.9,1.1695,1169.0,Tin Oxide
9140,23.7,39.4,1.1366,1085.0,Tin Oxide
9141,23.1,41.2,1.1523,1177.0,Tin Oxide
9142,25.7,35.7,1.1626,1207.0,Tin Oxide
9143,24.3,38.4,1.1503,1269.0,Tin Oxide
9144,21.9,45.1,1.1687,1205.0,Tin Oxide
9145,19.7,51.8,1.1779,1218.0,Tin Oxide
9146,18.7,54.5,1.1644,1183.0,Tin Oxide
9147,17.8,58.1,1.1742,1242.0,Tin Oxide
9148,17.3,60.8,1.1885,1263.0,Tin Oxide
9149,16.5,63.8,1.1873,1139.0,Tin Oxide
9150,16.3,65.2,1.1982,1166.0,Tin Oxide
9151,16.5,63.8,1.1896,1079.0,Tin Oxide
9152,16.6,63.0,1.1784,1008.0,Tin Oxide
9153,16.2,64.3,1.1729,1034.0,Tin Oxide
9154,15.9,65.1,1.1654,1001.0,Tin Oxide
9155,15.8,65.4,1.1629,977.0,Tin Oxide
9156,15.8,65.9,1.1792,986.0,Tin Oxide
9157,15.6,67.7,1.1911,1082.0,Tin Oxide
9158,15.2,71.5,1.2228,1068.0,Tin Oxide
9159,14.5,80.8,1.3224,1136.0,Tin Oxide
9160,15.2,81.4,1.393,1184.0,Tin Oxide
9161,15.9,77.3,1.3838,1179.0,Tin Oxide
9162,17.5,67.1,1.3342,1182.0,Tin Oxide
9163,18.1,62.8,1.2916,1082.0,Tin Oxide
9164,18.6,62.1,1.3224,996.0,Tin Oxide
9165,16.2,71.9,1.3171,1024.0,Tin Oxide
9166,15.4,75.2,1.3024,1093.0,Tin Oxide
9167,14.4,80.8,1.3182,1170.0,Tin Oxide
9168,13.8,83.5,1.3154,1153.0,Tin Oxide
9169,13.9,83.6,1.3208,1220.0,Tin Oxide
9170,14.2,82.3,1.3219,1218.0,Tin Oxide
9171,14.1,81.4,1.3046,1172.0,Tin Oxide
9172,14.4,79.0,1.2917,1182.0,Tin Oxide
9173,14.6,77.7,1.2834,1160.0,Tin Oxide
9174,14.4,78.6,1.2839,1106.0,Tin Oxide
9175,14.4,78.0,1.2741,1031.0,Tin Oxide
9176,14.1,79.1,1.2665,1015.0,Tin Oxide
9177,13.7,80.6,1.2528,1003.0,Tin Oxide
9178,13.9,79.6,1.2616,951.0,Tin Oxide
9179,13.8,79.0,1.2425,938.0,Tin Oxide
9180,13.9,78.0,1.2346,933.0,Tin Oxide
9181,14.1,77.8,1.2445,1010.0,Tin Oxide
9182,15.0,73.2,1.2413,1025.0,Tin Oxide
9183,16.4,67.3,1.2451,1086.0,Tin Oxide
9184,17.8,61.7,1.2436,1111.0,Tin Oxide
9185,20.8,50.4,1.2213,1129.0,Tin Oxide
9186,21.6,46.8,1.1959,1097.0,Tin Oxide
9187,23.1,41.3,1.1506,1029.0,Tin Oxide
9188,23.6,39.4,1.132,1071.0,Tin Oxide
9189,25.1,34.0,1.068,1053.0,Tin Oxide
9190,24.7,35.6,1.0882,1055.0,Tin Oxide
9191,24.2,38.1,1.1357,1176.0,Tin Oxide
9192,22.7,42.4,1.154,1293.0,Tin Oxide
9193,19.6,47.8,1.0781,1307.0,Tin Oxide
9194,17.6,54.4,1.0839,1163.0,Tin Oxide
9195,16.2,60.6,1.1089,1103.0,Tin Oxide
9196,15.2,65.8,1.1288,1120.0,Tin Oxide
9197,14.5,68.9,1.1298,1107.0,Tin Oxide
9198,14.3,68.5,1.1122,1078.0,Tin Oxide
9199,14.7,66.4,1.1006,963.0,Tin Oxide
9200,13.4,70.4,1.0793,923.0,Tin Oxide
9201,14.2,65.1,1.0495,853.0,Tin Oxide
9202,13.7,68.2,1.0611,883.0,Tin Oxide
9203,13.7,67.8,1.0575,921.0,Tin Oxide
9204,12.9,71.8,1.0657,1031.0,Tin Oxide
9205,13.2,69.9,1.0543,1371.0,Tin Oxide
9206,14.4,65.8,1.0727,1519.0,Tin Oxide
9207,15.3,63.3,1.092,1409.0,Tin Oxide
9208,17.7,55.6,1.112,1303.0,Tin Oxide
9209,19.6,49.4,1.1176,1184.0,Tin Oxide
9210,18.1,58.3,1.2013,1202.0,Tin Oxide
9211,18.0,57.9,1.1826,1197.0,Tin Oxide
9212,18.6,55.0,1.1696,1234.0,Tin Oxide
9213,18.3,57.9,1.2047,1247.0,Tin Oxide
9214,18.3,54.8,1.1403,1234.0,Tin Oxide
9215,18.3,53.9,1.1252,1339.0,Tin Oxide
9216,18.5,54.6,1.1515,1331.0,Tin Oxide
9217,17.1,61.5,1.191,1251.0,Tin Oxide
9218,16.4,62.5,1.1531,1267.0,Tin Oxide
9219,15.2,64.2,1.0983,1145.0,Tin Oxide
9220,14.6,67.3,1.1102,1010.0,Tin Oxide
9221,13.5,70.8,1.0928,1025.0,Tin Oxide
9222,13.0,71.9,1.0697,1024.0,Tin Oxide
9223,13.0,70.2,1.0457,938.0,Tin Oxide
9224,11.6,74.9,1.0224,905.0,Tin Oxide
9225,12.5,67.4,0.9722,826.0,Tin Oxide
9226,11.5,71.5,0.9684,879.0,Tin Oxide
9227,10.2,77.9,0.9692,901.0,Tin Oxide
9228,11.0,73.1,0.9554,948.0,Tin Oxide
9229,10.7,73.6,0.9439,1250.0,Tin Oxide
9230,12.1,67.3,0.9499,1263.0,Tin Oxide
9231,15.1,58.6,0.9982,1319.0,Tin Oxide
9232,18.6,49.5,1.052,1202.0,Tin Oxide
9233,20.9,42.5,1.037,1109.0,Tin Oxide
9234,23.6,34.8,0.9986,1136.0,Tin Oxide
9235,25.6,28.5,0.9199,1082.0,Tin Oxide
9236,26.1,26.3,0.875,1070.0,Tin Oxide
9237,26.6,24.9,0.8525,1070.0,Tin Oxide
9238,25.1,28.5,0.8932,1123.0,Tin Oxide
9239,24.1,32.1,0.9504,1271.0,Tin Oxide
9240,21.5,39.1,0.9914,1304.0,Tin Oxide
9241,19.3,46.2,1.023,1360.0,Tin Oxide
9242,18.2,52.6,1.0911,1278.0,Tin Oxide
9243,16.8,58.2,1.1022,1130.0,Tin Oxide
9244,16.0,61.9,1.115,1066.0,Tin Oxide
9245,15.3,65.4,1.126,1090.0,Tin Oxide
9246,14.5,67.8,1.1171,1013.0,Tin Oxide
9247,14.2,68.6,1.1068,998.0,Tin Oxide
9248,13.9,68.7,1.0892,923.0,Tin Oxide
9249,13.1,72.5,1.0911,904.0,Tin Oxide
9250,12.9,72.7,1.076,884.0,Tin Oxide
9251,12.3,74.2,1.0583,936.0,Tin Oxide
9252,12.6,71.5,1.038,1068.0,Tin Oxide
9253,12.7,69.6,1.0206,1531.0,Tin Oxide
9254,16.8,51.6,0.9818,1184.0,Tin Oxide
9255,20.3,40.1,0.9439,1064.0,Tin Oxide
9256,21.0,37.3,0.9139,996.0,Tin Oxide
9257,21.0,36.9,0.9089,984.0,Tin Oxide
9258,22.8,33.0,0.904,980.0,Tin Oxide
9259,24.0,30.3,0.8925,970.0,Tin Oxide
9260,22.6,33.2,0.9007,940.0,Tin Oxide
9261,22.5,32.9,0.8846,963.0,Tin Oxide
9262,21.5,33.8,0.8575,961.0,Tin Oxide
9263,21.4,36.4,0.9172,1067.0,Tin Oxide
9264,20.0,38.9,0.8974,1084.0,Tin Oxide
9265,17.8,45.2,0.9123,1102.0,Tin Oxide
9266,16.3,47.3,0.8686,976.0,Tin Oxide
9267,16.3,44.8,0.8244,895.0,Tin Oxide
9268,15.6,47.1,0.8273,886.0,Tin Oxide
9269,15.1,47.6,0.8139,886.0,Tin Oxide
9270,15.1,44.5,0.7569,848.0,Tin Oxide
9271,14.6,43.0,0.7108,818.0,Tin Oxide
9272,14.5,43.7,0.7163,848.0,Tin Oxide
9273,13.6,46.7,0.7245,826.0,Tin Oxide
9274,13.7,48.8,0.7606,818.0,Tin Oxide
9275,13.5,50.6,0.7783,868.0,Tin Oxide
9276,13.7,47.4,0.7412,901.0,Tin Oxide
9277,13.7,45.9,0.7154,1044.0,Tin Oxide
9278,16.1,41.0,0.7435,1030.0,Tin Oxide
9279,16.1,41.5,0.7559,965.0,Tin Oxide
9280,16.5,40.8,0.757,948.0,Tin Oxide
9281,18.9,33.8,0.7312,939.0,Tin Oxide
9282,19.2,29.5,0.648,925.0,Tin Oxide
9283,19.9,26.3,0.6054,924.0,Tin Oxide
9284,19.2,27.0,0.5934,891.0,Tin Oxide
9285,19.4,25.3,0.5625,897.0,Tin Oxide
9286,18.9,26.2,0.5667,939.0,Tin Oxide
9287,19.3,24.7,0.5483,943.0,Tin Oxide
9288,17.1,25.3,0.4881,928.0,Tin Oxide
9289,15.6,26.2,0.4604,961.0,Tin Oxide
9290,13.8,30.6,0.479,867.0,Tin Oxide
9291,13.1,31.7,0.4756,823.0,Tin Oxide
9292,13.2,31.8,0.4798,835.0,Tin Oxide
9293,13.6,30.8,0.4779,893.0,Tin Oxide
9294,13.1,32.0,0.4817,965.0,Tin Oxide
9295,12.7,33.6,0.4902,838.0,Tin Oxide
9296,12.2,35.6,0.5038,835.0,Tin Oxide
9297,11.9,35.6,0.4945,820.0,Tin Oxide
9298,11.2,38.3,0.5099,815.0,Tin Oxide
9299,11.0,40.5,0.5316,842.0,Tin Oxide
9300,10.7,42.8,0.5489,884.0,Tin Oxide
9301,11.1,43.3,0.572,922.0,Tin Oxide
9302,14.2,36.9,0.5939,903.0,Tin Oxide
9303,15.6,33.3,0.5861,899.0,Tin Oxide
9304,16.3,30.0,0.5514,890.0,Tin Oxide
9305,17.0,26.1,0.5036,877.0,Tin Oxide
9306,19.3,22.3,0.495,867.0,Tin Oxide
9307,20.5,21.9,0.5215,892.0,Tin Oxide
9308,22.0,20.2,0.5274,889.0,Tin Oxide
9309,21.7,20.9,0.5367,900.0,Tin Oxide
9310,21.6,20.8,0.5292,910.0,Tin Oxide
9311,21.0,22.3,0.5468,947.0,Tin Oxide
9312,18.6,26.6,0.5631,947.0,Tin Oxide
9313,15.5,33.9,0.5957,936.0,Tin Oxide
9314,14.3,38.0,0.6162,925.0,Tin Oxide
9315,13.5,39.4,0.6089,885.0,Tin Oxide
9316,13.1,41.3,0.6184,891.0,Tin Oxide
9317,13.5,37.8,0.5815,904.0,Tin Oxide
9318,13.5,37.4,0.5745,929.0,Tin Oxide
9319,12.7,40.8,0.5977,951.0,Tin Oxide
9320,12.0,44.2,0.6177,938.0,Tin Oxide
9321,10.5,48.7,0.6164,921.0,Tin Oxide
9322,10.1,49.7,0.6122,850.0,Tin Oxide
9323,9.6,51.0,0.6082,811.0,Tin Oxide
9324,9.1,52.4,0.6074,848.0,Tin Oxide
9325,8.9,52.7,0.6034,882.0,Tin Oxide
9326,13.5,40.0,0.6168,936.0,Tin Oxide
9327,17.8,30.7,0.6205,1022.0,Tin Oxide
9328,21.1,23.7,0.5875,970.0,Tin Oxide
9329,24.0,19.3,0.5673,1000.0,Tin Oxide
9330,26.5,16.4,0.5594,996.0,Tin Oxide
9331,28.7,13.7,0.5302,928.0,Tin Oxide
9332,28.5,13.1,0.5002,933.0,Tin Oxide
9333,30.0,11.1,0.4624,956.0,Tin Oxide
9334,29.4,10.4,0.4192,968.0,Tin Oxide
9335,28.9,9.9,0.3866,953.0,Tin Oxide
9336,22.8,21.7,0.5945,1015.0,Tin Oxide
9337,19.9,33.0,0.7608,1248.0,Tin Oxide
9338,17.5,40.7,0.8073,1180.0,Tin Oxide
9339,16.4,46.6,0.8642,1102.0,Tin Oxide
9340,15.5,49.0,0.8579,1116.0,Tin Oxide
9341,14.3,52.5,0.8497,1100.0,Tin Oxide
9342,14.2,51.4,0.8275,1012.0,Tin Oxide
9343,13.8,51.2,0.8058,944.0,Tin Oxide
9344,12.1,56.3,0.7927,912.0,Tin Oxide
9345,11.3,58.9,0.7888,887.0,Tin Oxide
9346,11.8,56.0,0.7743,864.0,Tin Oxide
9347,10.4,59.9,0.755,888.0,Tin Oxide
9348,9.5,63.1,0.7531,1031.0,Tin Oxide
9349,9.7,61.9,0.7446,1384.0,Tin Oxide
9350,13.5,48.9,0.7553,1446.0,Tin Oxide
9351,18.2,36.3,0.7487,1297.0,Tin Oxide
9352,21.9,29.3,0.7568,1314.0,Tin Oxide
9353,24.3,23.7,0.7119,1163.0,Tin Oxide
9354,26.9,18.3,0.6406,1142.0,Tin Oxide
9355,28.3,13.5,0.5139,1003.0,Tin Oxide
9356,28.5,13.1,0.5028,1071.0,Tin Oxide
0,13.6,48.9,0.7578,1046.0,Titanium Dioxide
1,13.3,47.7,0.7255,955.0,Titanium Dioxide
2,11.9,54.0,0.7502,939.0,Titanium Dioxide
3,11.0,60.0,0.7867,948.0,Titanium Dioxide
4,11.2,59.6,0.7888,836.0,Titanium Dioxide
5,11.2,59.2,0.7848,750.0,Titanium Dioxide
6,11.3,56.8,0.7603,690.0,Titanium Dioxide
7,10.7,60.0,0.7702,672.0,Titanium Dioxide
8,10.7,59.7,0.7648,609.0,Titanium Dioxide
10,10.1,60.5,0.7465,527.0,Titanium Dioxide
11,11.0,56.2,0.7366,512.0,Titanium Dioxide
12,10.5,58.1,0.7353,553.0,Titanium Dioxide
13,10.2,59.6,0.7417,667.0,Titanium Dioxide
14,10.8,57.4,0.7408,900.0,Titanium Dioxide
15,10.5,60.6,0.7691,960.0,Titanium Dioxide
16,10.8,58.4,0.7552,827.0,Titanium Dioxide
17,10.5,57.9,0.7352,762.0,Titanium Dioxide
18,9.5,66.8,0.7951,774.0,Titanium Dioxide
19,8.3,76.4,0.8393,869.0,Titanium Dioxide
20,8.0,81.1,0.8736,1034.0,Titanium Dioxide
21,8.3,79.8,0.8778,933.0,Titanium Dioxide
22,9.7,71.2,0.8569,912.0,Titanium Dioxide
23,9.8,67.6,0.8185,1020.0,Titanium Dioxide
24,10.3,64.2,0.8065,1319.0,Titanium Dioxide
25,9.7,69.3,0.8319,1488.0,Titanium Dioxide
26,9.6,67.8,0.8133,1404.0,Titanium Dioxide
27,9.1,64.0,0.7419,1076.0,Titanium Dioxide
28,8.2,63.4,0.6905,749.0,Titanium Dioxide
29,8.2,60.8,0.6657,629.0,Titanium Dioxide
30,8.3,58.5,0.6438,805.0,Titanium Dioxide
31,7.7,59.7,0.6308,829.0,Titanium Dioxide
32,7.1,61.8,0.6276,718.0,Titanium Dioxide
34,6.1,65.9,0.6248,506.0,Titanium Dioxide
35,6.3,65.0,0.6233,501.0,Titanium Dioxide
36,6.8,62.9,0.6234,571.0,Titanium Dioxide
37,6.4,65.1,0.6316,730.0,Titanium Dioxide
38,7.3,63.1,0.6499,1236.0,Titanium Dioxide
40,13.2,41.7,0.632,1118.0,Titanium Dioxide
41,14.3,38.4,0.6243,1037.0,Titanium Dioxide
42,15.0,36.5,0.6195,986.0,Titanium Dioxide
43,16.1,34.5,0.6262,1016.0,Titanium Dioxide
44,16.3,35.7,0.656,1078.0,Titanium Dioxide
45,15.8,37.0,0.661,1122.0,Titanium Dioxide
46,15.9,37.2,0.6657,1073.0,Titanium Dioxide
47,16.9,34.3,0.6549,1041.0,Titanium Dioxide
48,15.1,39.6,0.6766,1277.0,Titanium Dioxide
49,14.4,43.4,0.7084,1246.0,Titanium Dioxide
50,12.9,50.5,0.7478,1610.0,Titanium Dioxide
51,12.1,53.3,0.7536,1299.0,Titanium Dioxide
52,11.0,59.1,0.774,1127.0,Titanium Dioxide
53,9.7,64.6,0.7771,1346.0,Titanium Dioxide
54,9.5,64.1,0.7597,964.0,Titanium Dioxide
55,9.1,63.9,0.7423,873.0,Titanium Dioxide
56,8.8,63.9,0.7256,782.0,Titanium Dioxide
58,7.0,71.1,0.7158,821.0,Titanium Dioxide
59,8.3,63.6,0.6982,625.0,Titanium Dioxide
60,7.2,67.5,0.6887,646.0,Titanium Dioxide
61,6.3,71.9,0.6932,770.0,Titanium Dioxide
62,6.5,71.6,0.6945,1043.0,Titanium Dioxide
63,9.6,59.7,0.7124,1153.0,Titanium Dioxide
64,12.4,51.2,0.7335,1081.0,Titanium Dioxide
65,15.6,42.2,0.7451,1184.0,Titanium Dioxide
66,18.4,33.8,0.709,1117.0,Titanium Dioxide
67,19.4,31.3,0.695,1059.0,Titanium Dioxide
68,18.0,34.8,0.7127,924.0,Titanium Dioxide
69,18.4,33.6,0.7042,947.0,Titanium Dioxide
70,17.6,35.1,0.7012,987.0,Titanium Dioxide
71,16.7,37.8,0.7117,1000.0,Titanium Dioxide
72,16.1,41.0,0.7451,1163.0,Titanium Dioxide
73,15.8,42.4,0.7569,1286.0,Titanium Dioxide
74,15.7,44.1,0.7786,1274.0,Titanium Dioxide
75,15.3,46.8,0.8091,1247.0,Titanium Dioxide
76,14.6,48.6,0.806,1089.0,Titanium Dioxide
77,14.7,49.3,0.8193,1010.0,Titanium Dioxide
78,13.9,53.6,0.8498,1013.0,Titanium Dioxide
79,14.6,51.5,0.8536,1045.0,Titanium Dioxide
80,12.5,58.9,0.8537,925.0,Titanium Dioxide
82,12.1,61.1,0.8603,773.0,Titanium Dioxide
83,11.5,63.1,0.8533,691.0,Titanium Dioxide
84,11.6,62.2,0.8473,618.0,Titanium Dioxide
85,10.4,67.6,0.853,615.0,Titanium Dioxide
86,11.6,62.7,0.853,722.0,Titanium Dioxide
87,12.4,60.0,0.8627,828.0,Titanium Dioxide
88,14.5,53.1,0.8728,923.0,Titanium Dioxide
89,16.9,46.1,0.8789,1009.0,Titanium Dioxide
90,19.3,38.3,0.8474,1002.0,Titanium Dioxide
91,21.2,31.4,0.7812,880.0,Titanium Dioxide
92,21.4,30.2,0.7616,879.0,Titanium Dioxide
93,21.9,29.0,0.7525,906.0,Titanium Dioxide
94,22.2,28.4,0.7516,1045.0,Titanium Dioxide
95,21.3,30.8,0.7696,1051.0,Titanium Dioxide
96,19.7,36.7,0.8307,1055.0,Titanium Dioxide
97,18.4,41.7,0.8732,1312.0,Titanium Dioxide
98,17.6,46.1,0.921,1381.0,Titanium Dioxide
99,16.7,49.6,0.932,1140.0,Titanium Dioxide
100,16.3,51.0,0.9341,940.0,Titanium Dioxide
101,14.7,55.9,0.9314,933.0,Titanium Dioxide
102,14.8,54.7,0.9164,872.0,Titanium Dioxide
103,14.0,57.0,0.9094,853.0,Titanium Dioxide
104,13.4,61.3,0.9361,855.0,Titanium Dioxide
106,12.3,65.4,0.9351,711.0,Titanium Dioxide
107,11.9,67.4,0.9375,703.0,Titanium Dioxide
108,11.4,70.5,0.9475,830.0,Titanium Dioxide
109,11.3,70.2,0.9401,966.0,Titanium Dioxide
110,12.4,63.9,0.917,1451.0,Titanium Dioxide
111,14.8,54.3,0.9076,1701.0,Titanium Dioxide
112,17.4,45.6,0.8993,1470.0,Titanium Dioxide
113,19.8,38.5,0.8801,1300.0,Titanium Dioxide
114,22.0,34.1,0.8904,1120.0,Titanium Dioxide
115,23.3,32.2,0.9096,1146.0,Titanium Dioxide
116,23.9,30.0,0.8757,1162.0,Titanium Dioxide
117,24.4,28.9,0.8736,1053.0,Titanium Dioxide
